core.externalId,core.name,core.description,core.businessDescription,core.businessName,custom.data.world.businessSummary,custom.data.world.iri,custom.data.world.columnTypeName,custom.data.world.dataOwner,custom.data.world.dataSteward,core.reference,custom.data.world.restrictedToPublic,custom.data.world.sensitiveData,custom.data.world.status,custom.data.world.technicalSteward,custom.data.world.typePrefix
fl_dn1_tn2_s2_cn72,column name 72,database name 1 table name 2 schema 2 column name 72,,,business summary 120,https://fl-dms.linked.data.world/d/ddw-catalogs/col.120,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn73,column name 73,database name 1 table name 2 schema 2 column name 73,,,business summary 121,https://fl-dms.linked.data.world/d/ddw-catalogs/col.121,bit,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn74,column name 74,database name 1 table name 2 schema 2 column name 74,,,business summary 122,https://fl-dms.linked.data.world/d/ddw-catalogs/col.122,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn75,column name 75,database name 1 table name 2 schema 2 column name 75,,,business summary 123,https://fl-dms.linked.data.world/d/ddw-catalogs/col.123,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn76,column name 76,database name 1 table name 2 schema 2 column name 76,,,business summary 124,https://fl-dms.linked.data.world/d/ddw-catalogs/col.124,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn77,column name 77,database name 1 table name 2 schema 2 column name 77,,,business summary 125,https://fl-dms.linked.data.world/d/ddw-catalogs/col.125,bit,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn78,column name 78,database name 1 table name 2 schema 2 column name 78,,,business summary 126,https://fl-dms.linked.data.world/d/ddw-catalogs/col.126,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn79,column name 79,database name 1 table name 2 schema 2 column name 79,,,business summary 127,https://fl-dms.linked.data.world/d/ddw-catalogs/col.127,NUMBER,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn80,column name 80,database name 1 table name 2 schema 2 column name 80,,,business summary 128,https://fl-dms.linked.data.world/d/ddw-catalogs/col.128,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn81,column name 81,database name 1 table name 2 schema 2 column name 81,,,business summary 129,https://fl-dms.linked.data.world/d/ddw-catalogs/col.129,NUMBER,Jessica Hollingsworth,Jessica Hollingsworth,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn82,column name 82,database name 1 table name 2 schema 2 column name 82,,,business summary 130,https://fl-dms.linked.data.world/d/ddw-catalogs/col.130,CHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn83,column name 83,database name 1 table name 2 schema 2 column name 83,,,business summary 131,https://fl-dms.linked.data.world/d/ddw-catalogs/col.131,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn84,column name 84,database name 1 table name 2 schema 2 column name 84,,,business summary 132,https://fl-dms.linked.data.world/d/ddw-catalogs/col.132,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn85,column name 85,database name 1 table name 2 schema 2 column name 85,,,business summary 133,https://fl-dms.linked.data.world/d/ddw-catalogs/col.133,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn86,column name 86,database name 1 table name 2 schema 2 column name 86,,,business summary 134,https://fl-dms.linked.data.world/d/ddw-catalogs/col.134,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn87,column name 87,database name 1 table name 2 schema 2 column name 87,,,business summary 135,https://fl-dms.linked.data.world/d/ddw-catalogs/col.135,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn88,column name 88,database name 1 table name 2 schema 2 column name 88,,,business summary 136,https://fl-dms.linked.data.world/d/ddw-catalogs/col.136,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn89,column name 89,database name 1 table name 2 schema 2 column name 89,,,business summary 137,https://fl-dms.linked.data.world/d/ddw-catalogs/col.137,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn90,column name 90,database name 1 table name 2 schema 2 column name 90,,,business summary 138,https://fl-dms.linked.data.world/d/ddw-catalogs/col.138,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn91,column name 91,database name 1 table name 2 schema 2 column name 91,,,business summary 139,https://fl-dms.linked.data.world/d/ddw-catalogs/col.139,int,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn92,column name 92,database name 1 table name 2 schema 2 column name 92,,,business summary 140,https://fl-dms.linked.data.world/d/ddw-catalogs/col.140,bit,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn93,column name 93,database name 1 table name 2 schema 2 column name 93,,,business summary 141,https://fl-dms.linked.data.world/d/ddw-catalogs/col.141,CHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn94,column name 94,database name 1 table name 2 schema 2 column name 94,,,business summary 142,https://fl-dms.linked.data.world/d/ddw-catalogs/col.142,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn95,column name 95,database name 1 table name 2 schema 2 column name 95,,,business summary 143,https://fl-dms.linked.data.world/d/ddw-catalogs/col.143,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn96,column name 96,database name 1 table name 2 schema 2 column name 96,,,business summary 144,https://fl-dms.linked.data.world/d/ddw-catalogs/col.144,NUMBER,Joyce Morgan         ,Joyce Morgan         ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn97,column name 97,database name 1 table name 2 schema 2 column name 97,,,business summary 145,https://fl-dms.linked.data.world/d/ddw-catalogs/col.145,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn98,column name 98,database name 1 table name 2 schema 2 column name 98,,,business summary 146,https://fl-dms.linked.data.world/d/ddw-catalogs/col.146,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn99,column name 99,database name 1 table name 2 schema 2 column name 99,,,business summary 147,https://fl-dms.linked.data.world/d/ddw-catalogs/col.147,NUMERIC,Cheri Holliday,Brenda Hough,,Yes,,,Nikki Turlington,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn100,column name 100,database name 1 table name 2 schema 2 column name 100,,,business summary 148,https://fl-dms.linked.data.world/d/ddw-catalogs/col.148,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn101,column name 101,database name 1 table name 2 schema 2 column name 101,,,business summary 149,https://fl-dms.linked.data.world/d/ddw-catalogs/col.149,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn102,column name 102,database name 1 table name 2 schema 2 column name 102,,,business summary 150,https://fl-dms.linked.data.world/d/ddw-catalogs/col.150,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn103,column name 103,database name 1 table name 2 schema 2 column name 103,,,business summary 151,https://fl-dms.linked.data.world/d/ddw-catalogs/col.151,bit,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn104,column name 104,database name 1 table name 2 schema 2 column name 104,,,business summary 152,https://fl-dms.linked.data.world/d/ddw-catalogs/col.152,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn105,column name 105,database name 1 table name 2 schema 2 column name 105,,,business summary 153,https://fl-dms.linked.data.world/d/ddw-catalogs/col.153,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn106,column name 106,database name 1 table name 2 schema 2 column name 106,,,business summary 154,https://fl-dms.linked.data.world/d/ddw-catalogs/col.154,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn107,column name 107,database name 1 table name 2 schema 2 column name 107,,,business summary 155,https://fl-dms.linked.data.world/d/ddw-catalogs/col.155,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn108,column name 108,database name 1 table name 2 schema 2 column name 108,,,business summary 156,https://fl-dms.linked.data.world/d/ddw-catalogs/col.156,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn109,column name 109,database name 1 table name 2 schema 2 column name 109,,,business summary 157,https://fl-dms.linked.data.world/d/ddw-catalogs/col.157,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn110,column name 110,database name 1 table name 2 schema 2 column name 110,,,business summary 158,https://fl-dms.linked.data.world/d/ddw-catalogs/col.158,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn111,column name 111,database name 1 table name 2 schema 2 column name 111,,,business summary 159,https://fl-dms.linked.data.world/d/ddw-catalogs/col.159,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn112,column name 112,database name 1 table name 2 schema 2 column name 112,,,business summary 160,https://fl-dms.linked.data.world/d/ddw-catalogs/col.160,NUMBER,Kelly Recio          ,Kelly Recio          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn113,column name 113,database name 1 table name 2 schema 2 column name 113,,,business summary 161,https://fl-dms.linked.data.world/d/ddw-catalogs/col.161,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn114,column name 114,database name 1 table name 2 schema 2 column name 114,,,business summary 162,https://fl-dms.linked.data.world/d/ddw-catalogs/col.162,NUMBER,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn115,column name 115,database name 1 table name 2 schema 2 column name 115,,,business summary 163,https://fl-dms.linked.data.world/d/ddw-catalogs/col.163,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn116,column name 116,database name 1 table name 2 schema 2 column name 116,,,business summary 164,https://fl-dms.linked.data.world/d/ddw-catalogs/col.164,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn117,column name 117,database name 1 table name 2 schema 2 column name 117,,,business summary 165,https://fl-dms.linked.data.world/d/ddw-catalogs/col.165,DATE,Kelly Recio          ,Kelly Recio          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn118,column name 118,database name 1 table name 2 schema 2 column name 118,,,business summary 166,https://fl-dms.linked.data.world/d/ddw-catalogs/col.166,NUMBER,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn119,column name 119,database name 1 table name 2 schema 2 column name 119,,,business summary 167,https://fl-dms.linked.data.world/d/ddw-catalogs/col.167,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn120,column name 120,database name 1 table name 2 schema 2 column name 120,,,business summary 168,https://fl-dms.linked.data.world/d/ddw-catalogs/col.168,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn121,column name 121,database name 1 table name 2 schema 2 column name 121,,,business summary 169,https://fl-dms.linked.data.world/d/ddw-catalogs/col.169,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn122,column name 122,database name 1 table name 2 schema 2 column name 122,,,business summary 170,https://fl-dms.linked.data.world/d/ddw-catalogs/col.170,NUMBER,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn123,column name 123,database name 1 table name 2 schema 2 column name 123,,,business summary 171,https://fl-dms.linked.data.world/d/ddw-catalogs/col.171,datetime,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn124,column name 124,database name 1 table name 2 schema 2 column name 124,,,business summary 172,https://fl-dms.linked.data.world/d/ddw-catalogs/col.172,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn125,column name 125,database name 1 table name 2 schema 2 column name 125,,,business summary 173,https://fl-dms.linked.data.world/d/ddw-catalogs/col.173,TIMESTAMP,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn126,column name 126,database name 1 table name 2 schema 2 column name 126,,,business summary 174,https://fl-dms.linked.data.world/d/ddw-catalogs/col.174,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn127,column name 127,database name 1 table name 2 schema 2 column name 127,,,business summary 175,https://fl-dms.linked.data.world/d/ddw-catalogs/col.175,VARCHAR2,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn128,column name 128,database name 1 table name 2 schema 2 column name 128,,,business summary 176,https://fl-dms.linked.data.world/d/ddw-catalogs/col.176,NUMBER,Jessica Hollingsworth,Jessica Hollingsworth,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn129,column name 129,database name 1 table name 2 schema 2 column name 129,,,business summary 177,https://fl-dms.linked.data.world/d/ddw-catalogs/col.177,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn130,column name 130,database name 1 table name 2 schema 2 column name 130,,,business summary 178,https://fl-dms.linked.data.world/d/ddw-catalogs/col.178,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn131,column name 131,database name 1 table name 2 schema 2 column name 131,,,business summary 179,https://fl-dms.linked.data.world/d/ddw-catalogs/col.179,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn132,column name 132,database name 1 table name 2 schema 2 column name 132,,,business summary 180,https://fl-dms.linked.data.world/d/ddw-catalogs/col.180,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn133,column name 133,database name 1 table name 2 schema 2 column name 133,,,business summary 181,https://fl-dms.linked.data.world/d/ddw-catalogs/col.181,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn134,column name 134,database name 1 table name 2 schema 2 column name 134,,,business summary 182,https://fl-dms.linked.data.world/d/ddw-catalogs/col.182,VARCHAR2,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn135,column name 135,database name 1 table name 2 schema 2 column name 135,,,business summary 183,https://fl-dms.linked.data.world/d/ddw-catalogs/col.183,VARCHAR2,Joyce Morgan         ,Joyce Morgan         ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn136,column name 136,database name 1 table name 2 schema 2 column name 136,,,business summary 184,https://fl-dms.linked.data.world/d/ddw-catalogs/col.184,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn137,column name 137,database name 1 table name 2 schema 2 column name 137,,,business summary 185,https://fl-dms.linked.data.world/d/ddw-catalogs/col.185,VARCHAR2,Jessica Hollingsworth,Jessica Hollingsworth,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn138,column name 138,database name 1 table name 2 schema 2 column name 138,,,business summary 186,https://fl-dms.linked.data.world/d/ddw-catalogs/col.186,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn139,column name 139,database name 1 table name 2 schema 2 column name 139,,,business summary 187,https://fl-dms.linked.data.world/d/ddw-catalogs/col.187,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn140,column name 140,database name 1 table name 2 schema 2 column name 140,,,business summary 188,https://fl-dms.linked.data.world/d/ddw-catalogs/col.188,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn141,column name 141,database name 1 table name 2 schema 2 column name 141,,,business summary 189,https://fl-dms.linked.data.world/d/ddw-catalogs/col.189,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn142,column name 142,database name 1 table name 2 schema 2 column name 142,,,business summary 190,https://fl-dms.linked.data.world/d/ddw-catalogs/col.190,DATE,Cheri Holliday,Brenda Hough,,Yes,,,Nikki Turlington,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn143,column name 143,database name 1 table name 2 schema 2 column name 143,,,business summary 191,https://fl-dms.linked.data.world/d/ddw-catalogs/col.191,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn144,column name 144,database name 1 table name 2 schema 2 column name 144,,,business summary 192,https://fl-dms.linked.data.world/d/ddw-catalogs/col.192,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn145,column name 145,database name 1 table name 2 schema 2 column name 145,,,business summary 193,https://fl-dms.linked.data.world/d/ddw-catalogs/col.193,NUMBER,Joyce Morgan         ,Joyce Morgan         ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn146,column name 146,database name 1 table name 2 schema 2 column name 146,,,business summary 194,https://fl-dms.linked.data.world/d/ddw-catalogs/col.194,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn147,column name 147,database name 1 table name 2 schema 2 column name 147,,,business summary 195,https://fl-dms.linked.data.world/d/ddw-catalogs/col.195,VARCHAR2,Joyce Morgan         ,Joyce Morgan         ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn148,column name 148,database name 1 table name 2 schema 2 column name 148,,,business summary 196,https://fl-dms.linked.data.world/d/ddw-catalogs/col.196,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn149,column name 149,database name 1 table name 2 schema 2 column name 149,,,business summary 197,https://fl-dms.linked.data.world/d/ddw-catalogs/col.197,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn2_s2_cn150,column name 150,database name 1 table name 2 schema 2 column name 150,,,business summary 198,https://fl-dms.linked.data.world/d/ddw-catalogs/col.198,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn1,column name 1,database name 1 table name 3 schema 3 column name 1,,,business summary 199,https://fl-dms.linked.data.world/d/ddw-catalogs/col.199,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn2,column name 2,database name 1 table name 3 schema 3 column name 2,,,business summary 200,https://fl-dms.linked.data.world/d/ddw-catalogs/col.200,BIT,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn3,column name 3,database name 1 table name 3 schema 3 column name 3,,,business summary 201,https://fl-dms.linked.data.world/d/ddw-catalogs/col.201,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn4,column name 4,database name 1 table name 3 schema 3 column name 4,,,business summary 202,https://fl-dms.linked.data.world/d/ddw-catalogs/col.202,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn5,column name 5,database name 1 table name 3 schema 3 column name 5,,,business summary 203,https://fl-dms.linked.data.world/d/ddw-catalogs/col.203,datetime,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn6,column name 6,database name 1 table name 3 schema 3 column name 6,,,business summary 204,https://fl-dms.linked.data.world/d/ddw-catalogs/col.204,NUMBER,Jessica Hollingsworth,Jessica Hollingsworth,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn7,column name 7,database name 1 table name 3 schema 3 column name 7,,,business summary 205,https://fl-dms.linked.data.world/d/ddw-catalogs/col.205,DATE,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn8,column name 8,database name 1 table name 3 schema 3 column name 8,,,business summary 206,https://fl-dms.linked.data.world/d/ddw-catalogs/col.206,datetime,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn9,column name 9,database name 1 table name 3 schema 3 column name 9,,,business summary 207,https://fl-dms.linked.data.world/d/ddw-catalogs/col.207,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn10,column name 10,database name 1 table name 3 schema 3 column name 10,,,business summary 208,https://fl-dms.linked.data.world/d/ddw-catalogs/col.208,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn11,column name 11,database name 1 table name 3 schema 3 column name 11,,,business summary 209,https://fl-dms.linked.data.world/d/ddw-catalogs/col.209,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn12,column name 12,database name 1 table name 3 schema 3 column name 12,,,business summary 210,https://fl-dms.linked.data.world/d/ddw-catalogs/col.210,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn13,column name 13,database name 1 table name 3 schema 3 column name 13,,,business summary 211,https://fl-dms.linked.data.world/d/ddw-catalogs/col.211,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn14,column name 14,database name 1 table name 3 schema 3 column name 14,,,business summary 212,https://fl-dms.linked.data.world/d/ddw-catalogs/col.212,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn15,column name 15,database name 1 table name 3 schema 3 column name 15,,,business summary 213,https://fl-dms.linked.data.world/d/ddw-catalogs/col.213,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn16,column name 16,database name 1 table name 3 schema 3 column name 16,,,business summary 214,https://fl-dms.linked.data.world/d/ddw-catalogs/col.214,BIT,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn17,column name 17,database name 1 table name 3 schema 3 column name 17,,,business summary 215,https://fl-dms.linked.data.world/d/ddw-catalogs/col.215,nvarchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn18,column name 18,database name 1 table name 3 schema 3 column name 18,,,business summary 216,https://fl-dms.linked.data.world/d/ddw-catalogs/col.216,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn19,column name 19,database name 1 table name 3 schema 3 column name 19,,,business summary 217,https://fl-dms.linked.data.world/d/ddw-catalogs/col.217,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn20,column name 20,database name 1 table name 3 schema 3 column name 20,,,business summary 218,https://fl-dms.linked.data.world/d/ddw-catalogs/col.218,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn21,column name 21,database name 1 table name 3 schema 3 column name 21,,,business summary 219,https://fl-dms.linked.data.world/d/ddw-catalogs/col.219,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn22,column name 22,database name 1 table name 3 schema 3 column name 22,,,business summary 220,https://fl-dms.linked.data.world/d/ddw-catalogs/col.220,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn23,column name 23,database name 1 table name 3 schema 3 column name 23,,,business summary 221,https://fl-dms.linked.data.world/d/ddw-catalogs/col.221,VARCHAR2,Kelly Recio          ,Kelly Recio          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn24,column name 24,database name 1 table name 3 schema 3 column name 24,,,business summary 222,https://fl-dms.linked.data.world/d/ddw-catalogs/col.222,VARCHAR2,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn25,column name 25,database name 1 table name 3 schema 3 column name 25,,,business summary 223,https://fl-dms.linked.data.world/d/ddw-catalogs/col.223,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn26,column name 26,database name 1 table name 3 schema 3 column name 26,,,business summary 224,https://fl-dms.linked.data.world/d/ddw-catalogs/col.224,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn27,column name 27,database name 1 table name 3 schema 3 column name 27,,,business summary 225,https://fl-dms.linked.data.world/d/ddw-catalogs/col.225,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn28,column name 28,database name 1 table name 3 schema 3 column name 28,,,business summary 226,https://fl-dms.linked.data.world/d/ddw-catalogs/col.226,BIT,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn29,column name 29,database name 1 table name 3 schema 3 column name 29,,,business summary 227,https://fl-dms.linked.data.world/d/ddw-catalogs/col.227,DATE,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn30,column name 30,database name 1 table name 3 schema 3 column name 30,,,business summary 228,https://fl-dms.linked.data.world/d/ddw-catalogs/col.228,VARCHAR2,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn31,column name 31,database name 1 table name 3 schema 3 column name 31,,,business summary 229,https://fl-dms.linked.data.world/d/ddw-catalogs/col.229,DATE,Jessica Hollingsworth,Jessica Hollingsworth,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn32,column name 32,database name 1 table name 3 schema 3 column name 32,,,business summary 230,https://fl-dms.linked.data.world/d/ddw-catalogs/col.230,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn33,column name 33,database name 1 table name 3 schema 3 column name 33,,,business summary 231,https://fl-dms.linked.data.world/d/ddw-catalogs/col.231,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn34,column name 34,database name 1 table name 3 schema 3 column name 34,,,business summary 232,https://fl-dms.linked.data.world/d/ddw-catalogs/col.232,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn35,column name 35,database name 1 table name 3 schema 3 column name 35,,,business summary 233,https://fl-dms.linked.data.world/d/ddw-catalogs/col.233,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn36,column name 36,database name 1 table name 3 schema 3 column name 36,,,business summary 234,https://fl-dms.linked.data.world/d/ddw-catalogs/col.234,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn37,column name 37,database name 1 table name 3 schema 3 column name 37,,,business summary 235,https://fl-dms.linked.data.world/d/ddw-catalogs/col.235,VARCHAR2,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn38,column name 38,database name 1 table name 3 schema 3 column name 38,,,business summary 236,https://fl-dms.linked.data.world/d/ddw-catalogs/col.236,NUMBER,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn39,column name 39,database name 1 table name 3 schema 3 column name 39,,,business summary 237,https://fl-dms.linked.data.world/d/ddw-catalogs/col.237,varchar,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn40,column name 40,database name 1 table name 3 schema 3 column name 40,,,business summary 238,https://fl-dms.linked.data.world/d/ddw-catalogs/col.238,VARCHAR,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn41,column name 41,database name 1 table name 3 schema 3 column name 41,,,business summary 239,https://fl-dms.linked.data.world/d/ddw-catalogs/col.239,DATE,,,,,,,,https://dwec.data.world/v0/
fl_dn1_tn3_s3_cn42,column name 42,database name 1 table name 3 schema 3 column name 42,,,business summary 240,https://fl-dms.linked.data.world/d/ddw-catalogs/col.240,VARCHAR2,Kathy Gould          ,Kathy Gould          ,,,,,Mel Mascarenhas,https://dwec.data.world/v0/
